met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
ward.D2	0.011066090339900848	0.010749740057576186	0.010905621508805485	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds	559	491	516
ward.D2	0.011066090339900848	0.010749740057576186	0.010905621508805485	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds	560	492	517
ward.D2	0.011857133636584884	0.010088280969072617	0.010901420434578866	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	518	520	518
ward.D2	0.012094671929016731	0.009917477302759426	0.010898402793598211	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	506	531	519
complete	0.011936930771885599	0.010022379772325351	0.010896193964826785	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	493	529	510
complete	0.011815690950523984	0.010109440917826111	0.010896174334079725	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	500	522	511
Mean of methods	0.011101862939906042	0.014025365003765878	0.010892030381071702	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	683	932	789
Mean of methods	0.01094788155941506	0.015987204060083526	0.010890858868030616	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	694	864	790
complete	0.012141348459462008	0.00986623728452017	0.010886194083133465	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	482	534	512
complete	0.01188674205246759	0.010040455050320357	0.010885869152640486	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	496	528	513
ward.D	0.01198367466336066	0.009950846015211552	0.0108730619664725	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	531	530	527
mcquitty	0.009576885575860537	0.012571005439727742	0.010871561593386793	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	606	456	538
ward.D	0.01212531202019283	0.00984870610039036	0.010869075815546867	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	521	538	528
ward.D	0.011442952308797489	0.010339596533234784	0.010863330171325796	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds	548	510	529
mcquitty	0.011481034366601429	0.010306683656898928	0.010862210456635518	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds	522	553	539
mcquitty	0.011481034366601429	0.010306683656898928	0.010862210456635518	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds	523	554	540
mcquitty	0.012076536141371755	0.009869386756413875	0.010861972532404562	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	490	574	541
average	0.012197111955839003	0.00977738543487011	0.010854024341409703	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	443	640	546
average	0.01193961744392976	0.009948352130677077	0.010853406775161913	diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	460	624	547
ward.D2	0.011963477169004496	0.009927309266500605	0.010850696306350988	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	512	530	520
Mean of methods	0.010883218589435018	0.01514352707145607	0.010849995062491692	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	703	895	791
ward.D2	0.01188217206070822	0.009963530848121915	0.010838597262229136	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	515	528	521
ward.D	0.012015309677842853	0.009858886851633877	0.010830805002740631	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	528	537	530
Mean of methods	0.00883963496916432	0.028653376984220387	0.010823938295127454	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	887	343	792
Mean of methods	0.009964519262774293	0.02524666956820957	0.010822121990061025	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	795	438	793
ward.D	0.012112620956967166	0.009773096778269113	0.010817814456259844	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	522	541	531
complete	0.012189293608367001	0.009718841038240876	0.010814778059300175	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	478	544	514
centroid	0.00678304751232149	0.026631806196382196	0.010812245855916771	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	10	1	10
ward.D	0.01210622447179492	0.009762022455866829	0.010808478204984585	diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	523	542	532
average	0.01196177334248932	0.009850201051713024	0.01080377871614038	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	459	635	548
mcquitty	0.011625608514920208	0.010085036834115334	0.010800663748780139	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	515	568	542
Mean of methods	0.00962859558893229	0.02354041803517833	0.010800136844183612	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	826	498	794
Mean of methods	0.010556188746438218	0.021400830867219226	0.01079039718773987	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	737	595	795
Mean of methods	0.007500017344222702	0.06332627494496137	0.010787724556777763	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds	958	28	796
ward.D2	0.011989720675096524	0.009792623463767977	0.010780365901710963	diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	511	540	522
ward.D	0.011489333958026397	0.010148842736796743	0.01077756644056293	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	543	522	533
mcquitty	0.010877296965479762	0.010676526491407021	0.010775976655755706	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	548	535	543
complete	0.011931851570888743	0.009821014591045642	0.010774018237739083	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.50	494	538	515
Mean of methods	0.010111558477462245	0.018146992258186376	0.010770762667767783	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	776	754	797
average	0.006994300749878438	0.02331267978288182	0.010760286298454004	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	719	256	549
complete	0.012059094272959717	0.009713792371921074	0.010760129317854588	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	487	545	516
ward.D	0.011995838245875181	0.009747695126498751	0.01075554483303542	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	530	543	534
Mean of methods	0.008332326501488931	0.04253600798137645	0.010754204989837883	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds	919	123	798
mcquitty	0.011364149109233189	0.010205595498483927	0.01075375820182835	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	527	561	544
mcquitty	0.011364149109233189	0.010205595498483927	0.01075375820182835	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	528	562	545
average	0.009993849385122369	0.011631458706418855	0.010750648818426682	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	543	566	550
Mean of methods	0.01042672112267021	0.01620239322043965	0.010747343961450325	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	753	853	799
ward.D2	0.012072479073588783	0.00967362537826698	0.0107407411937543	diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.50	507	546	523
complete	0.010618933578675377	0.010841011900444399	0.010728823650410344	diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	538	485	517
complete	0.011751834345932202	0.009867788320507576	0.01072771856313125	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	501	533	518
ward.D	0.011728795814004055	0.00988127242657245	0.010726058370903582	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	536	535	535
Mean of methods	0.010499575669206562	0.016028808985692297	0.01072316021032935	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	746	861	800
complete	0.011316948088826882	0.010186028576371159	0.01072174875366614	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds	515	518	519
average	0.010940975066849276	0.010504913779329312	0.010718511185375592	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	501	606	551
ward.D	0.011509256311913126	0.010025692947636658	0.010716372576333849	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	541	525	536
mcquitty	0.011708310288386032	0.009879129199862136	0.010716223210632122	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	509	573	546
average	0.011844606772398786	0.009779021990430492	0.01071315747839674	diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	464	639	552
mcquitty	0.01101948391827619	0.010417648221907761	0.010710117966981571	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	543	545	547
ward.D2	0.012037873159271878	0.009633446997022668	0.010702274914529788	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	508	550	524
ward.D	0.011419542398600756	0.010066055138993422	0.010700167239496728	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	552	524	537
ward.D2	0.011667691561787081	0.009872397527930687	0.010695228682803353	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	522	536	525
complete	0.011857074606262471	0.009739848953136015	0.010694682080384012	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	497	543	520
average	0.011820472895366816	0.00975651933863245	0.010689782073861497	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	465	642	553
ward.D	0.011835256780463904	0.009741508167374078	0.010686796734226007	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds	534	544	538
average	0.011932168111303133	0.009673128967585128	0.010684546533389402	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	461	648	554
complete	0.011989430450768333	0.009634118615283849	0.010683500172849884	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	492	548	521
ward.D	0.012040682911993453	0.009573192571538491	0.010666090521079486	diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	527	550	539
complete	0.011990398720207044	0.009600581296736512	0.010663230441906448	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	491	551	522
ward.D	0.009447387728950214	0.012232311782137576	0.010660977304427704	diskwalificeren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds	647	424	540
ward.D2	0.011436440496219637	0.009978193904997849	0.010657666968880083	diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	529	526	526
ward.D	0.012011852838326448	0.00957560317340568	0.010656256679309547	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	529	549	541
complete	0.011387806895354978	0.010007886134229283	0.010653347341422221	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	510	530	523
mcquitty	0.011882092307043363	0.009650290045398278	0.010650529535684345	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	501	584	548
mcquitty	0.012007418962172764	0.009565940464442391	0.01064852744093766	diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	493	589	549
Mean of methods	0.006623437435597162	0.05465512961950962	0.010647105577387461	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	mds	991	61	801
complete	0.011997966336650963	0.009569020255310706	0.010646715284808492	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	490	552	524
mcquitty	0.009627187301747067	0.011905855293424104	0.010645954782348721	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	603	483	550
Mean of methods	0.011270021893885077	0.01024737480175363	0.010645488542625092	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	659	999	802
Mean of methods	0.010020598127795719	0.018088798817227462	0.010644299943915699	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	783	757	803
complete	0.009618931290355492	0.011905755962350027	0.010640865274099683	diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds	594	432	525
average	0.006445159688937944	0.030429054977021048	0.010637249920412484	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	759	182	555
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	780	788	771
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	781	789	772
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	782	790	773
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20	783	791	774
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20	784	792	775
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	785	793	776
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	786	794	777
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	787	795	778
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	788	796	779
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	789	797	780
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	790	798	781
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	791	799	782
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	792	800	783
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	793	801	784
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	794	802	785
single	0.006024999774875625	0.04533712379537263	0.010636482359886514	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	795	803	786
Mean of methods	0.011228555065780042	0.014336392844084734	0.010634097946821082	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	667	923	804
ward.D	0.011110515607640977	0.01018647160367768	0.010628447171091186	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	566	517	542
mcquitty	0.009278016924250336	0.012438069836740898	0.010628123171582153	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.10	616	462	551
complete	0.011126797865944438	0.010152488420334923	0.010617337909706733	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	521	519	526
average	0.011748613829756931	0.009673046452980222	0.010610278179506607	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	469	649	556
complete	0.011690987571627759	0.009707571564268444	0.010607358914943715	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20	503	546	527
Mean of methods	0.009482140484670524	0.02201444406166286	0.010601097082484544	diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	839	569	805
average	0.010488341444154581	0.010715654965926415	0.010600779768756579	diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	520	599	557
ward.D2	0.011397282701313974	0.009907453558684073	0.010600276640877966	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	532	533	527
mcquitty	0.011453811161652231	0.00986211188779734	0.010598533965042928	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds	525	576	552
Mean of methods	0.010676153566636164	0.0173317167216825	0.010597158799127376	diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	722	797	806
single	0.007057502191921015	0.021192349287230114	0.010588731884623453	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	663	982	787
Mean of methods	0.010613105937553156	0.014895674933998442	0.010586629679172637	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	729	904	807
Mean of methods	0.007883617191012863	0.03552523489796196	0.010584746480388414	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds	938	204	808
mcquitty	0.011873811218591487	0.009544254500280517	0.010582344610014718	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	502	591	553
ward.D2	0.01128989646424002	0.009951775330024771	0.010578688363097036	diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	542	529	528
Mean of methods	0.00987246023482197	0.0185413213815788	0.010576736328460738	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	806	731	809
Mean of methods	0.009367648511604853	0.02670127465723085	0.010574429321508634	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	847	388	810
ward.D	0.011429444751865043	0.00983663247725161	0.010573388428141116	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	550	539	543
ward.D2	0.011610480141426531	0.009702779165835815	0.010571252683365773	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	526	543	529
average	0.010519756122303695	0.010621175052999952	0.010570222320233318	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	518	603	558
average	0.010527530817972832	0.01061276726388172	0.010569977206743977	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	517	604	559
complete	0.011694308260915838	0.009635126217652364	0.010565318666584968	diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	502	547	528
ward.D2	0.011833686435028851	0.009537700020341823	0.010562361182115064	diskwalificeren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	519	556	530
mcquitty	0.010353991707725342	0.010759089115875193	0.010552654102846571	diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	573	534	554
single	0.006198594993415607	0.035438764689279215	0.010551608029415883	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	774	861	788
mcquitty	0.011318999925653061	0.009880775836130772	0.0105511022579937	diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	533	572	555
mcquitty	0.010525137029092498	0.01057050327162988	0.010547771370235708	diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	566	538	556
ward.D2	0.010773889644246073	0.010322686773168796	0.010543463159684307	diskwalificeren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds	579	513	531
Mean of methods	0.009453522669087028	0.021335503391901548	0.010542642315746429	diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	840	599	811
ward.D	0.01187271007371763	0.00947964851056097	0.010542078330354351	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	532	554	544
average	0.011653058770945371	0.009617680332276942	0.010537987759457804	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	473	650	560
